index,store,sido,gungu,store_address
0,개포1호,서울특별시,강남구,서울 강남구 개포동 1229-18
1,논현1호,서울특별시,강남구,서울 강남구 논현동 184-21
2,대치1호,서울특별시,강남구,서울 강남구 대치동936
3,대치2호,서울특별시,강남구,서울 강남구 대치동 990번지 삼성상가 113호 1/2
4,삼성1호,서울특별시,강남구,서울 강남구 삼성동 44-18
5,세곡,서울특별시,강남구,서울 강남구 자곡동 611
6,압구정신사,서울특별시,강남구,서울 강남구 신사동 640-5 대성빌딩 1층 1호
7,역삼1호,서울특별시,강남구,서울 강남구 역삼동 837-15
8,일원본동,서울특별시,강남구,서울 강남구 수서동 747 삼성아파트 상가 104호
9,청담역,서울특별시,강남구,서울 강남구 청담동 65 진흥아파트상가
10,강일,서울특별시,강동구,서울 강동구 강일동 679-3 리슈빌오피스텔
11,고덕1호,서울특별시,강동구,서울 강동구 고덕동 650-1
12,길1호,서울특별시,강동구,서울 강동구 길동 347-31
13,명일1호,서울특별시,강동구,서울 강동구 명일동 328-2
14,성내,서울특별시,강동구,서울 강동구 성내2동 509-7 1층
15,암사1호,서울특별시,강동구,서울 강동구 천호동 287-22
16,암사2호,서울특별시,강동구,서울 강동구 암사동 446-18
17,천호1호,서울특별시,강동구,서울 강동구 천호동 550번지
18,덕성여대,서울특별시,강북구,서울 강북구 우이동 72-148
19,미아1호,서울특별시,강북구,서울 강북구 미아5동 1264-233
20,미아역,서울특별시,강북구,서울 강북구 미아동 131-8
21,수유1호,서울특별시,강북구,서울 강북구 수유동 385-2
22,수유역점,서울특별시,강북구,서울 강북구 번동 461-127
23,가양,서울특별시,강서구,서울 강서구 등촌동 75-1
24,강서구청,서울특별시,강서구,서울 강서구 화곡6동 987-7
25,까치산역,서울특별시,강서구,서울 강서구 화곡동 343-62 라인씨티 1층
26,등촌,서울특별시,강서구,서울 강서구 등촌동 649-14
27,마곡1호,서울특별시,강서구,서울 강서구 강서로 마곡동 784-11 마곡오드카운티1차 111호
28,발산역,서울특별시,강서구,서울 강서구 내발산동 655-6번지 1층 13호
29,방화2호,서울특별시,강서구,서울 강서구 방화2동 580-27
30,염창,서울특별시,강서구,서울 강서구 염창동 250-16
31,화곡2호,서울특별시,강서구,서울 강서구 화곡동 400-45
32,봉천2호,서울특별시,관악구,서울 관악구 봉천동 1674-20
33,봉천3호,서울특별시,관악구,서울 관악구 봉천동 1632-9
34,봉천4호,서울특별시,관악구,서울 관악구 봉천동 931-12
35,봉천5호,서울특별시,관악구,서울 관악구 봉천3동 7-291
36,신림1호,서울특별시,관악구,서울 관악구 신림4동 504-22
37,신림2호,서울특별시,관악구,서울 관악구 신림동 762-7
38,신림3호,서울특별시,관악구,서울 관악구 신림9동 246-49
39,건대,서울특별시,광진구,서울 광진구 화양동 9-18
40,광장,서울특별시,광진구,서울 광진구 광장동 530-13
41,구의2호,서울특별시,광진구,서울 광진구 구의동 229-43
42,자양1호,서울특별시,광진구,서울 광진구 자양3동 584-28
43,자양2호,서울특별시,광진구,서울 광진구 자양동 624-42
44,중곡1호,서울특별시,광진구,서울 광진구 중곡동 41-37
45,중곡2호,서울특별시,광진구,서울 광진구 중곡동 24-2
46,개봉1호,서울특별시,구로구,서울 구로구 개봉동 403-159
47,고척1호,서울특별시,구로구,서울 구로구 개봉1동 126-4
48,구로2호,서울특별시,구로구,서울 구로구 구로동 74-30
49,구로디지털,서울특별시,구로구,서울 구로구 구로동 826-1
50,동양미래대학,서울특별시,구로구,서울 구로구 고척동 343
51,신도림1호,서울특별시,구로구,서울 구로구 신도림동 410-1 신도림6차대림@상가 902동111호
52,오류1호,서울특별시,구로구,서울 구로구 오류1동 10-3
53,천왕역,서울특별시,구로구,서울 구로구 오류동 203-1 1층
54,가산디지털,서울특별시,금천구,서울 금천구 가산동 371-6 가산비지니스센터 2층
55,독산1호,서울특별시,금천구,"서울 금천구 독산동 888-20 102호,103호"
56,시흥1호,서울특별시,금천구,서울 금천구 시흥2동 264-17
57,시흥2호,서울특별시,금천구,서울 금천구 시흥1동 905-5
58,공릉1호,서울특별시,노원구,서울 노원구 공릉동 338-6
59,공릉2호,서울특별시,노원구,서울 노원구 공릉동 461-1
60,상계4단지,서울특별시,노원구,서울 노원구 상계7동 749-5 상계주공@4단지상가101호
61,상계보람,서울특별시,노원구,서울 노원구 상계5동 456-130
62,석계역,서울특별시,노원구,서울 노원구 월계1동 73-13
63,수락산역,서울특별시,노원구,서울 노원구 상계동 1118
64,중계1호,서울특별시,노원구,서울 노원구 중계1동 360-9
65,중계2호,서울특별시,노원구,서울 노원구 중계동 137-39 정진빌라 1층
66,중계역,서울특별시,노원구,서울 노원구 중계2동 503
67,하계1호,서울특별시,노원구,서울 노원구 하계1동 251 청구상가 201동 101호
68,도봉동,서울특별시,도봉구,서울 도봉구 도봉2동 623-163
69,쌍문1호,서울특별시,도봉구,서울 도봉구 방학1동 263-75
70,쌍문역,서울특별시,도봉구,서울 도봉구 쌍문3동 88-127
71,창3동,서울특별시,도봉구,서울 도봉구 창동 568-2
72,창동,서울특별시,도봉구,서울 도봉구 창5동 296-37
73,경희대,서울특별시,동대문구,서울 동대문구 회기동 42-16
74,답십리1호,서울특별시,동대문구,서울 동대문구 답십리동 257-3
75,서울시립대,서울특별시,동대문구,서울 동대문구 전농1동 141-141
76,신이문,서울특별시,동대문구,서울 동대문구 이문3동 237-114
77,안암,서울특별시,동대문구,서울 동대문구 제기동 142-8
78,장안1호,서울특별시,동대문구,서울 동대문구 전농3동 1-171
79,장안2호,서울특별시,동대문구,서울 동대문구 장안동 338-6 1층
80,청량리역,서울특별시,동대문구,서울 동대문구 청량리동 50-3
81,대방1호,서울특별시,동작구,서울 동작구 대방동 20-25 한스빌 105호
82,사당1호,서울특별시,동작구,서울 동작구 사당3동 155-2 1F
83,사당3호,서울특별시,동작구,서울 동작구 사당동 220-119
84,상도터널,서울특별시,동작구,서울 동작구 상도1동 587
85,신대방,서울특별시,동작구,서울 동작구 신대방동 607-28
86,신대방삼거리,서울특별시,동작구,서울 동작구 대방동 407-46
87,흑석1호,서울특별시,동작구,서울 동작구 흑석동 180-6
88,도화,서울특별시,마포구,"서울 마포구 도화동 179-8 1,2층"
89,망원2동,서울특별시,마포구,서울 마포구 망원2동 474-15
90,상암,서울특별시,마포구,서울 마포구 상암동 34-45
91,성산2동,서울특별시,마포구,서울 마포구 성산동 592
92,신공덕,서울특별시,마포구,서울 마포구 신공덕동 159(신공덕 래미안상가 1동109호)
93,신수,서울특별시,마포구,서울 마포구 신수동 451번지 세양청마루아파트 상가 101호
94,아현,서울특별시,마포구,서울 마포구 아현동 774 마포래미안 푸르지오 101동 상가 114호
95,연남,서울특별시,마포구,서울 마포구 연남동 369-20
96,홍대,서울특별시,마포구,서울 마포구 서교동 371-3
97,독립문,서울특별시,서대문구,서울 서대문구 냉천동 228
98,명지대,서울특별시,서대문구,서울 서대문구 남가좌동 344-7
99,북가좌1호,서울특별시,서대문구,서울 서대문구 응암로 11
100,북아현1호,서울특별시,서대문구,서울 서대문구 북아현동 1006
101,신촌,서울특별시,서대문구,서울 서대문구 창천동 41-14
102,연희1호,서울특별시,서대문구,서울 서대문구 연희3동 344-26
103,홍은1호,서울특별시,서대문구,서울 서대문구 홍제동 279-52
104,홍은사거리,서울특별시,서대문구,서울 서대문구 홍제동 326-20
105,반포1호,서울특별시,서초구,서울 서초구 반포동 1053 H동 26호
106,방배1호,서울특별시,서초구,서울 서초구 방배동 761-8
107,방배2호,서울특별시,서초구,서울 서초구 방배3동 918-4번지
108,서초1호,서울특별시,서초구,서울 서초구 서초동 1357-56
109,서초2호,서울특별시,서초구,서울 서초구 서초동 1669-15
110,서초3호,서울특별시,서초구,서울 서초구 서초동 1579-5
111,양재1호,서울특별시,서초구,서울 서초구 양재동 327-2
112,잠원1호,서울특별시,서초구,서울 서초구 잠원동 15-4
113,금호1호,서울특별시,성동구,서울 성동구 금호동1가 1801-3
114,성수1호,서울특별시,성동구,서울 성동구 성수동2가 235-1
115,성수역,서울특별시,성동구,서울 성동구 성수동2가 289-251
116,왕십리1호,서울특별시,성동구,서울 성동구 하왕십리2동 988-2 1층
117,왕십리도선,서울특별시,성동구,서울 성동구 홍익동 131-1
118,응봉,서울특별시,성동구,서울 성동구 응봉동 100 상가내 1층
119,동덕여대,서울특별시,성북구,서울 성북구 하월곡동 17-1
120,동소문,서울특별시,성북구,서울 성북구 동소문동 6가 227 1층
121,보문역,서울특별시,성북구,서울 성북구 보문동2가 40
122,석관장위,서울특별시,성북구,서울 성북구 장위2동 64-129
123,정릉1호,서울특별시,성북구,서울 성북구 정릉4동 285-4
124,정릉2호,서울특별시,성북구,서울 성북구 정릉동 175-24
125,가락2호,서울특별시,송파구,서울 송파구 가락동 75-7
126,거여가락1호,서울특별시,송파구,서울 송파구 가락동 180-9
127,마천1호,서울특별시,송파구,서울 송파구 거여동 32-6
128,문정법조,서울특별시,송파구,서울 송파구 문정동 620 송파푸르지오시티 B09호
129,방이2호,서울특별시,송파구,서울 송파구 방이동 59-1
130,방이역,서울특별시,송파구,서울 송파구 오금동 41-23 성암빌딩 1층
131,석촌,서울특별시,송파구,서울 송파구 석촌동 163-1
132,송파1호,서울특별시,송파구,서울 송파구 송파동 147
133,위례송파,서울특별시,송파구,"서울 송파구 장지동 894 위례아이파크 상가1동 103호, 104호"
134,잠실1호,서울특별시,송파구,서울 송파구 잠실본동 313-8
135,잠실2호,서울특별시,송파구,서울 송파구 신천동 11-4
136,장지,서울특별시,송파구,서울 송파구 문정동 102-1
137,풍납1호,서울특별시,송파구,서울 송파구 풍납2동 405번지
138,목동1호,서울특별시,양천구,서울 양천구 목동 797-3
139,목동2호,서울특별시,양천구,서울 양천구 목동 909-8 이화프라자 1층 101호
140,목동오거리,서울특별시,양천구,서울 양천구 목동 940 현대아이파크상가 102
141,신월2호,서울특별시,양천구,서울 양천구 신월7동 972-6
142,신정1호,서울특별시,양천구,서울 양천구 신정1동 1027-2
143,신트리,서울특별시,양천구,서울 양천구 신정동 1267 목동뉴프라자
144,오목교,서울특별시,양천구,서울 양천구 신정동 1296 아이파크 상가 1층
145,화곡1호,서울특별시,양천구,서울 양천구 신월동 23-17
146,당산1호,서울특별시,영등포구,서울 영등포구 영등포동8가 76-1 삼환@상가 112호
147,대림2호,서울특별시,영등포구,서울 영등포구 대림3동 783-6
148,문래,서울특별시,영등포구,서울 영등포구 문래동3가 77-58
149,신길1호,서울특별시,영등포구,서울 영등포구 신길동 296-14
150,신길2호,서울특별시,영등포구,서울 영등포구 신길7동 674
151,여의도,서울특별시,영등포구,서울 영등포구 여의도동 44-31
152,영등포1호,서울특별시,영등포구,서울 영등포구 도림동 76-24
153,동부이촌,서울특별시,용산구,서울 용산구 이촌1동 301-153 오성상가 103
154,보광,서울특별시,용산구,서울 용산구 보광동 217-13
155,용문,서울특별시,용산구,서울 용산구 용문동 28-26
156,후암,서울특별시,용산구,서울 용산구 후암동 244-59
157,구산역,서울특별시,은평구,서울 은평구 갈현2동 464-14
158,대조,서울특별시,은평구,서울 은평구 대조동 231 삼성타운 A 101호
159,불광1동,서울특별시,은평구,서울 은평구 불광동 554-1 라비앙프라자1층 101호
160,신사1동,서울특별시,은평구,서울 은평구 신사동 29-13
161,역촌1호,서울특별시,은평구,서울 은평구 역촌동 55-1
162,연신내,서울특별시,은평구,서울 은평구 불광동 484-72
163,은평뉴타운,서울특별시,은평구,서울 은평구 진관동 은평도시개발사업지구 9단지 914동 상가 103호
164,응암1동,서울특별시,은평구,서울 은평구 응암동 236-33
165,증산,서울특별시,은평구,서울 은평구 증산동 209-18
166,대학로,서울특별시,종로구,서울 종로구 명륜동4가 113-1
167,숭인,서울특별시,종로구,서울 종로구 숭인2동 183-13
168,동대문1호,서울특별시,중구,서울 중구 창신동 464-6
169,신당1호,서울특별시,중구,서울 중구 신당동 846
170,망우본동,서울특별시,중랑구,서울 중랑구 망우동 149-7
171,면목1호,서울특별시,중랑구,서울 중랑구 면목본동 72-43
172,면목2호,서울특별시,중랑구,서울 중랑구 면목2동 191-126
173,면목3호,서울특별시,중랑구,서울 중랑구 면목동 1096-16
174,묵동,서울특별시,중랑구,서울 중랑구 묵동 238-90
175,상봉1호,서울특별시,중랑구,서울 중랑구 상봉1동 268-34
176,신내1호,서울특별시,중랑구,서울 중랑구 신내1동 571-26 1층 상가
177,국제신도시,부산광역시,강서구,부산 강서구 명지동 3412-6
178,명지신도시,부산광역시,강서구,부산 강서구 명지동 3256-5
179,신호,부산광역시,강서구,부산 강서구 신호동 317-15
180,지사,부산광역시,강서구,부산 강서구 지사동 1191-5
181,구서1호,부산광역시,금정구,부산 금정구 구서2동 1024-1
182,남산1호,부산광역시,금정구,부산 금정구 남산동 99-6
183,부곡1호,부산광역시,금정구,부산 금정구 부곡동 23-15
184,부곡2호,부산광역시,금정구,부산 금정구 부곡1동 324-20
185,부산대,부산광역시,금정구,부산 금정구 금강로 장전동 418-13
186,서동1호,부산광역시,금정구,부산 금정구 서동 210-6
187,장전1호,부산광역시,금정구,부산 금정구 장전동 134-19
188,기장1호,부산광역시,기장군,부산 기장군 기장읍 동부리 150-18
189,정관1호,부산광역시,기장군,부산 기장군 정관면 매학리
190,정관2호,부산광역시,기장군,부산 기장군 모전리 747-7
191,감만,부산광역시,남구,부산 남구 감만1동 158-6
192,대연1호,부산광역시,남구,부산 남구 대연동 1013-8
193,대연2호,부산광역시,남구,부산 남구 대연동 52-7
194,메트로시티1호,부산광역시,남구,부산 남구 용호동 176-30
195,못골,부산광역시,남구,부산 남구 대연동 1543-33
196,문현2호,부산광역시,남구,부산 남구 문현1동 127-56
197,용호1호,부산광역시,남구,부산 남구 용호3동 495-46 1층
198,범일1호,부산광역시,동구,부산 동구 범일2동 833-2
199,수정1호,부산광역시,동구,부산 동구 수정동 295-3
200,초량,부산광역시,동구,부산 동구 초량2동 489-4
201,명륜,부산광역시,동래구,부산 동래구 명륜1동 673-9
202,명장1호,부산광역시,동래구,부산 동래구 명장동 26-24번지 국제아파트 상가 106호
203,복천,부산광역시,동래구,부산 동래구 복천동 476-1
204,사직1호,부산광역시,동래구,부산 동래구 사직동 137-5번지
205,사직2호,부산광역시,동래구,부산 동래구 사직동 89-16
206,안락2호,부산광역시,동래구,부산 동래구 안락동 670-13
207,온천1호,부산광역시,동래구,부산 동래구 온천동 210-5번지
208,온천2호,부산광역시,동래구,부산 동래구 온천3동 1448-1 명보아파트 상가 가동 101호
209,우방신세계,부산광역시,동래구,부산 동래구 안락동 471-41
210,가야,부산광역시,부산진구,부산 부산진구 가야동 478
211,개금1호,부산광역시,부산진구,부산 부산진구 개금동 2-1
212,개금2호,부산광역시,부산진구,부산 부산진구 개금1동 201-6
213,당감,부산광역시,부산진구,부산 부산진구 당감동 367-2
214,범천,부산광역시,부산진구,부산 부산진구 범천동 1278-11
215,서면,부산광역시,부산진구,부산 부산진구 부전동 266-24
216,양정,부산광역시,부산진구,부산 부산진구 양정동 310-6
217,연지,부산광역시,부산진구,부산 부산진구 동평로 299
218,초읍대공원,부산광역시,부산진구,부산 부산진구 초읍동 288-6
219,구포1호,부산광역시,북구,부산 북구 구포3동 1228-1
220,덕천2호,부산광역시,북구,부산 북구 덕천3동 781-2
221,만덕2호,부산광역시,북구,부산 북구 만덕3동 915-6
222,화명1호,부산광역시,북구,부산 북구 화명동 1417-15호 좌측
223,화명3호,부산광역시,북구,부산 북구 화명동 182-5(2층)
224,화명신도시,부산광역시,북구,부산 북구 화명동 2266-1
225,괘법,부산광역시,사상구,부산 사상구 괘법동 516-1
226,덕포,부산광역시,사상구,부산 사상구 덕포동 420-4
227,동서대,부산광역시,사상구,부산 사상구 주례동 55-176
228,모라,부산광역시,사상구,부산 사상구 모라동 1349-
229,신주례,부산광역시,사상구,부산 사상구 주례2동 3-17
230,엄궁,부산광역시,사상구,부산 사상구 엄궁동 40-94
231,학장,부산광역시,사상구,부산 사상구 학장동 579-9
232,괴정1호,부산광역시,사하구,부산 사하구 괴정동 487-24
233,다대1호,부산광역시,사하구,부산 사하구 다대2동 85-5
234,다대2호,부산광역시,사하구,부산 사하구 다대동 1014
235,당리괴정2호,부산광역시,사하구,부산 사하구 괴정동 577-42
236,신평1호,부산광역시,사하구,부산 사하구 신평동 71-15
237,장림,부산광역시,사하구,부산 사하구 장림동 590
238,하단1호,부산광역시,사하구,부산 사하구 하단2동 506-15
239,하단2호,부산광역시,사하구,부산 사하구 하단동 602-7
241,남부민,부산광역시,서구,부산 서구 남부민동 456-13
242,대신,부산광역시,서구,부산 서구 대영로 30
244,송도감천,부산광역시,서구,부산 서구 암남동 64-2 104호
246,아미부민,부산광역시,서구,부산 서구 부민동1가 11-3
248,광안2호,부산광역시,수영구,부산 수영구 광안동 168-3
249,망미1호,부산광역시,수영구,부산 수영구 망미동 431-11
250,민락,부산광역시,수영구,부산 수영구 민락동 165-15
251,수영,부산광역시,수영구,부산 수영구 수영동 503-23
252,거제법조,부산광역시,연제구,부산 연제구 거제동 986-5
253,시청,부산광역시,연제구,부산 연제구 거제3동 34-19
254,연산2호,부산광역시,연제구,부산 연제구 연산4동 578-1 삼익아파트 상가 101호
255,연산3호,부산광역시,연제구,부산 연제구 연산동 2133-48
256,대교남항,부산광역시,영도구,부산 영도구 남항동 2가 40
257,동삼,부산광역시,영도구,부산 영도구 동삼1동 331-9
258,봉래영선,부산광역시,영도구,"부산 영도구 영선동1가 69-2, 69-3"
259,청학,부산광역시,영도구,부산 영도구  청학동 13-14
260,영주대청,부산광역시,중구,부산 중구 대청동4가 82-13
261,반송,부산광역시,해운대구,부산 해운대구 반송2동 216-150
262,반여1호,부산광역시,해운대구,부산 해운대구 반여동 1628-5
263,송정,부산광역시,해운대구,부산 해운대구 송정동 227-7
264,우동1호,부산광역시,해운대구,부산 해운대구 우동 1090-13
265,재송1호,부산광역시,해운대구,부산 해운대구 재송2동 1149-13
266,재송2호,부산광역시,해운대구,부산 해운대구 재송동 1083-1
267,좌동1호,부산광역시,해운대구,부산 해운대구 좌동 970
268,좌동3호,부산광역시,해운대구,부산 해운대구 좌동 1450  주공3단지 상가 205
269,해운대역,부산광역시,해운대구,부산 해운대구 우동 639-4
270,계명,대구광역시,남구,대구시 남구 양지로 107
271,대명1호,대구광역시,남구,대구 남구 대명동 1098-4
272,봉덕,대구광역시,남구,대구 남구 봉덕동 687-32
273,앞산,대구광역시,남구,대구 남구 대명9동 332-16
274,이천대봉,대구광역시,남구,대구 남구 이천동 184-9
275,감삼성당,대구광역시,달서구,대구 달서구 감삼동 317-3
276,대곡,대구광역시,달서구,대구 달서구 도원동 1442-2 1층 107호
277,상인,대구광역시,달서구,대구 달서구 상인동 1555-1
278,성서,대구광역시,달서구,대구 달서구 신당동 1763-2
279,송현,대구광역시,달서구,대구 달서구 송현1동 207-2
280,신월성,대구광역시,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호
281,용산,대구광역시,달서구,대구 달서구 용산1동 954-6
282,용산새방,대구광역시,달서구,대구 달서구 용산동 499-2
283,장기,대구광역시,달서구,대구 달서구 장기동 566-4
284,진천,대구광역시,달서구,대구 달서구 진천동 508
285,논공,대구광역시,달성군,대구 달성군 논공읍 북리 803-128
286,다사,대구광역시,달성군,대구 달성군 다사읍 죽곡리 809-1
287,명곡,대구광역시,달성군,대구 달성군 화원읍 명곡리 320-1
288,서재세천,대구광역시,달성군,대구 달성군 다사읍 서재리 423-15
289,테크노폴리스,대구광역시,달성군,대구 달성군 유가면 봉리 606 하이젠스타 115호
290,화원,대구광역시,달성군,대구 달성군 화원읍 천내리 54-1
291,대구혁신,대구광역시,동구,대구 동구 각산동 1098-5 102호
292,동구청,대구광역시,동구,대구 동구 효목1동 962-3
293,동호,대구광역시,동구,대구 동구 동호동 384-7
294,방촌,대구광역시,동구,대구 동구 방촌동 1118-121
295,신암대현,대구광역시,동구,대구 동구 신암동 806-3
296,신천1호,대구광역시,동구,대구 동구 신천동 501-5
297,신천2호,대구광역시,동구,대구 동구 신청동 377-12
298,율하,대구광역시,동구,대구 동구 율하동 1311번지 102호
299,지묘봉무,대구광역시,동구,대구 동구 지묘동 808-3
300,지저불로,대구광역시,동구,대구 동구 지저동 833-15
301,관음,대구광역시,북구,대구 북구 관음동 1383-9
302,구암,대구광역시,북구,대구 북구 태전동 1074-6
303,금호지구,대구광역시,북구,대구 북구 사수동 912
304,동서변,대구광역시,북구,대구 북구 동변동 669-4
305,동천3지구,대구광역시,북구,대구 북구 동천동 906-3
306,복현1호,대구광역시,북구,대구 북구 복현동 460-6
307,복현2호,대구광역시,북구,대구 북구 복현동 539 -110 복현서한타운 상가 103호
308,산격,대구광역시,북구,대구 북구 산격동 1400-20
309,원대,대구광역시,북구,대구 북구 노원동3가 892-1
310,침산,대구광역시,북구,대구 북구 침산동 457-31
311,태전,대구광역시,북구,대구 북구 태전동 254-30
312,팔달매천,대구광역시,북구,대구 북구 매천동 682
314,내당,대구광역시,서구,대구 서구 내당동 219-7
315,달성비산,대구광역시,서구,"대구 서구 비산 2,3동 3-50"
325,평리,대구광역시,서구,대구 서구 평리동 1093-11
326,만촌1호,대구광역시,수성구,대구 수성구 만촌동 849-2
327,만촌2호,대구광역시,수성구,대구 수성구 만촌1동 1330-12
328,범물,대구광역시,수성구,대구 수성구 범물동 1374-4
329,범어1호,대구광역시,수성구,대구 수성구 범어동 203-18
330,수성,대구광역시,수성구,대구 수성구 수성동4가 1022-11
331,시지1호,대구광역시,수성구,대구 수성구 매호동 1328-12
332,시지2호,대구광역시,수성구,대구 수성구 시지동 498번지 시지노변아파트 상가 2동 108호
333,중동,대구광역시,수성구,대구 수성구 중동 97-5
334,지산,대구광역시,수성구,"대구 수성구 지산동 1234, 113동 4호"
335,파동,대구광역시,수성구,대구 수성구 상동 380-2
336,황금,대구광역시,수성구,대구 수성구 두산동 133-1
337,남산대신,대구광역시,중구,대구 중구 남산3동 2466-14
338,중앙,대구광역시,중구,대구 중구 남일동 33-9
339,강화,인천광역시,강화군,인천 강화군 강화읍 갑곳리 199-1
340,계산1호,인천광역시,계양구,인천 계양구 계산동 1081-10
341,계산2호,인천광역시,계양구,인천 계양구 계산3동 61-2
342,임학박촌,인천광역시,계양구,인천 계양구 박촌동 52-3
343,작전1호,인천광역시,계양구,인천 계양구 작전동 149-1
344,효성1호,인천광역시,계양구,"인천 계양구 효성1동 21-11 현대아파트 상가동 101호, 102호, 103호"
345,효성2호,인천광역시,계양구,인천 계양구 효성2동 273-3
346,관교,인천광역시,남구,인천 남구 관교동 321-5
347,용현2동,인천광역시,남구,인천 남구 용현동 558-32
348,용현5동,인천광역시,남구,인천 남구 용현동 630-45
349,주안1호,인천광역시,남구,인천 남구 주안동 1523-2
350,주안3호,인천광역시,남구,인천 남구 주안동 929-11
351,학익1호,인천광역시,남구,인천 남구 학익동 293-37
352,간석1호,인천광역시,남동구,인천 남동구 구월동 70-80
353,구월,인천광역시,남동구,인천 남동구 구월동 1133-13
354,논현1호,인천광역시,남동구,인천 남동구 논현동 620-8
355,논현에코메트로,인천광역시,남동구,인천 남동구 논현동 752-1
356,만수1호,인천광역시,남동구,인천 남동구 만수동 1045 103호
357,만수2호,인천광역시,남동구,인천 남동구 만수2동 5-440
